School Name,Address,Mobile Numbers,Phone Numbers
Gel Church Primary School,"Srikant Road, Bela Bazar, B. Deoghar, Deoghar, Jharkhand 814112, India",9431104710,(02832) 320361
GGCET ST Xavier's International School,"Old A.N. College Campus, Dudhani, Dumka, Jharkhand 814101, India",9631088704,(0657) 2285093
Global Kids,"Shanti Niwas, M.P Singh Colony Egarkund, Dhanbad, Jharkhand 828203, India",(0651) 6571503,(0651) 6565004
GN Convent School,"First Floor, Ganpati Mainson, Bolaidin Road, Saraikella, Kharsawn, Gamharia, Jamshedpur, Jharkhand 832108, India",9470109599,(0651) 2260248
Gomoh Government Girl's High School,"Chiniya Road, Piprakalan Ward No. 07, Near Shanti Niwas School, Garhwa, Jharkhand 822114, India",8987661077,(0651) 2260323
Gouri Dayal Montessori School,"Ginjo Thakur Gaon, In Thakurbari Mandir Campus, PS: Burmu, Ranchi, Jharkhand 835205, India",7677725239,(0651) 2350885
Govind Ram Kataruka School,"Gosaindih, Dhanbad, Govindpur Road, Near Grih Shobha Furniture Shop, PO- KG Ashram, Dhanbad, Jharkhand 828109, India",9102057979,(0657) 6060200
Govind Vidyalaya,"Anandpur, Beside State Bus Depot, Lohar Daga Road, Dunduria, Gumla, Jharkhand 835207, India",9709134644,(0657) 2340757
Govindpur Prathamik Vidyalay,"Vikas Nagar, Road No. 9, Latma Road, Singh More, Hatia, Ranchi, Jharkhand 834003, India",9431144050,(0657) 2286059
Green Land Public School,"""Braj Vatsalya"", Gomia-Bermo Road, PO- Hazari (Via Swang Colliery), Bokaro Steel City, Bokaro, Jharkhand 829128, India",9430315250,(0657) 2650623
Grizzly Vidyalaya,"Near Kathal More, Lal Gutuwa, Ranchi, Jharkhand 834001, India",(0657) 2343048,(0657) 2423983
Gulmohar High School,"Maa Saheb, New Pondag, Near Sail City, Ranchi, Jharkhand 834004, India",9431280468,(0657) 2432904
Gulmohur High School,"In front of Al-Kabir Polytechnic College, Kabirnagar, Kopali, Jamshedpur, Jharkhand 831012, India",8102233340,(0657) 2363185
Gulmohur High School - Primary Section,"Kyasthpara Road, Above Bank of India, Jamtara
, Dumka, Jharkhand 815351, India",7677084011,(06546) 291910
Guru Gobind Singh Public School,"Beside of Grizzly College of Educations Building, Near Satpulia, Gumo, P.O. Jhumri Telaiya, Koderma, Jharkhand 825409, India",(0657) 2280600,(06553) 222107
Guru Govind Singh Public School,"Flat No. 501/502, Vasant Vihar, Kanke Road, Ranchi, Jharkhand 834008, India",9431111450,(0651) 2273354
Guru Nanak High School,"Mothers Treasure, Karamtoli
, Ranchi, Jharkhand 834001, India",9661361001,(0651) 2273346
Guru Nanak Higher Secondary School,"A.C. Market, Vinayak Bhawan, Near Swaminarayan Mandir, Katras Road, Dhanbad, Jharkhand 826001, India",9470383290,(0657) 2286574
Guru Nanak Public High School,"First Floor, Satya Niwas, Rani Bazar, P.O. Katrasgarh, Dhanbad, Jharkhand 828113, India",9431735578,(0651) 2260408
Guru Nank Higher Secondary School,"B/46, ""Shobhadeep"" Kusum Vihar, P.O. BCCL Township, Dhanbad, Jharkhand 826005, India",9430374946,(0657) 2730622
Gurukul Public School,"Ekta Colony, Near Champai Nagar, Jamshedpur, Jharkhand 831013, India",9431389253,(0657) 2731325
Gurunank Mission School,"H/o Mr. Anirudh Mishra Alpha Coaching Centre, Matwari Compound, Beside SBI Personal Banking Branch, Hazaaribagh, Jharkhand 825301, India",9835139191,(0657) 2730951
Gutusai Primary School,"Pani Tanki, Nawabganj, Hazaaribagh, Jharkhand 835301, India",(0657) 2276370,(0657) 2730951
Gyanodaya High School,"New Colony, Tungri, Biruapath Road, Near Tassar Farm, Chaibasa, Pashchim Singhbhum, Jharkhand 833201, India",9431301925,(0657) 2340757
Haldipokhar Hindi Middle School,"At. Bhaljuria (Near Indra Memorial Club), P.O. Nirsa, Dhanbad, Jharkhand 828205, India",9234601925,(0657) 2286059
Happy Days Play School,"Rajbari Rajapara, Pakur, Jharkhand 816107, India",9304274361,(0657) 2650623
Harijan High School,"Shakoragarh, SDO Kothi, Sahibganj, Jharkhand 816109, India",7856095805,(0657) 2423983
Harsit Mission School,"Ray Talab Road, Near Durga Manda, Suriya, Giridih, Jharkhand 815301, India",70044739500,(0657) 2432904
Hello Kids - Beehive,"22, Tagore Hill, Morabadi, Ranchi, Jharkhand 834008, India",9304749550,(0657) 2363185
Hello Kids - Beginners,"Gaushala Nala Road, In Front of Jain Mandir, Jugasalai, Tata Nagar, Jamshedpur, Jharkhand 831002, India",9572850592,(06546) 291910
Hello Kids - Bhumi,"Ginjo Thakur Gaon, In Thakurbari Mandir Campus, PS Burmu, Ranchi, Jharkhand 835205, India",9430717772,(06553) 222107
Hello Kids - Brilliant,"F-015, The Acropolis, Near Bhuiphore Mandir, Dhanbad- Govindpur Road, Dhanbad, Jharkhand 826001, India",9204218199,(0651) 2273354
Hello Kids - Climbeers,"Choudhary Bhandar, Cart Sarai Road, Ranchi, Jharkhand 834002, India",(06434) 231231,(0651) 2273346
Hello Kids - Dibadih,"Bhuiphore Mandir, Dhanbad Govindpur Road, Kolakushma, Dhanbad, Jharkhand 828109, India",9334459529,(0657) 2286574
Hello Kids - Hope,"Bajarang Chowk, Bagun Nagar, Baridih, Near Hanuman Mandir, Jamshedpur, Jharkhand 831017, India",8709781711,(0651) 2260408
Hello Kids - Kadma,"C-3, Oxygen Colony, Near Motilal Nehru Public School, Agrico, Jamshedpur, Jharkhand 831009, India",9431090009,(0657) 2730622
Hello Kids - Learners,"Kadma, Jamshedpur, Jharkhand 831005, India",9430101070,(0657) 2731325
Hello Kids - Mallick,"Building Sonari, Jamshedpur, Jharkhand 831001, India",9204858999,(0657) 2730951
Hello Kids - Mary,"Ashok Road, Jamshedpur, Jharkhand 831001, India",7004169247,(0657) 2730951
Hello Kids - Purple,"8-A, Road No. 1, Kagal Nagar, Sonari, Jamshedpur, Jharkhand 831011, India",9891944017,(0657) 2741032
Hello Kids - Robinhood,"13, Bari Bazaar, Chaibasa, Near State Bank of India, Pashchim Singhbhum, Jharkhand 833201, India",7654731232,(0657) 2741029
Hello Kids - Sanskriti,"Baridih, Jamshedpur, Jharkhand 831017, India",9835124219,(0657) 2318013
Hello Kids - Sparrow,"P.O. Mahilong, Namkum, Ranchi, Jharkhand 834010, India",9835907100,(0657) 2318013
Hello Kids - Tiny,"Beldih Traingle, Bistupur, Jamshedpur, Jharkhand 831001, India",9835054624,(0657) 2340757
Hello Kids - Tiny World,"Chandni Chowk, Near C.C.L Hospital,
Gandhi Nagar, Kanke Road, Ranchi, Jharkhand 834001, India",7643828111,(0657) 2286059
Heritage International School,"Ratu Post, MC Mandro, Ranchi, Jharkhand 835222, India",9470959772,(0657) 2650623
Heritage Public School,"Tapti Road, Sakchi
, Jamshedpur, Jharkhand 831001, India",9279005019,(0657) 2423983
Hill Top School,"Dhariadih, Behind Giridh Police Station, Giridih, Jharkhand 815301, India",7250975663,(0657) 2432904
Hilltop Public School,"Benditand, Gandhi Nagar, Chas, Bokaro, Jharkhand 827013, India",(0652) 2244147,(0657) 2363185
Hindustan Mitra Mandal High School,"Near Hari Mandir, Telco Road, Birsa Nagar, Jamshedpur, Jharkhand 831004, India",9507037622,(06546) 291910
Hitku Middle School,"Ara Gate, Mahilong, Ranchi, Jharkhand 835103, India",9507037621,(06553) 222107
HM Central Karimia High School,"Namkum, Ranchi, Jharkhand 834010, India",(06584) 222221,(0651) 2273354
Holy Angels Public School,"Nepal Hopuse Road, Near JAP, Doranda, Ranchi, Jharkhand 834002, India",9708039398,(0651) 2273346
Holy Child Bal Bharti School,"Old H.B. Road, Ranchi, Jharkhand 834001, India",(06584) 262205,(0657) 2286574
Holy Child Public School,"Turiabera, Bhilaipahari, Mango, Jamshedpur, Jharkhand 831001, India",(06553) 256623,(0651) 2260408
Holy Cross School,"Dipatoli, Bariatu, Ranchi, Jharkhand 834009, India",9234302109,(0657) 2730622
Holy Mother Kids Play School,"House No. 138, New A.G. Co-Operative Colony, Kadru, Ranchi, Jharkhand 834005, India",(06553) 256623,(0657) 2731325
Holy Mother's Academy,"Budhwa Mahadeo, Ananda Chowk, Hazaaribagh, Jharkhand 825301, India",(0651) 2506274,(0657) 2730951
Honey Holy Trinity School,"17/L, 4-13, Golmuri, Jamshedpur, Jharkhand 831003, India",9334063500,(0657) 2730951
Ideal Public School,"Tiril Road, Kokar, Ranchi, Jharkhand 834001, India",9887029143,(0657) 2741032
IGM Public School,"Chhotagouindpur, Close Acc. to Roma Jee Sakchi, Jamshedpur, Jharkhand 831001, India",9887029143,(0657) 2741029
Imperial School of Learning,"Muri, Ranchi, Jharkhand 835101, India",(0651) 2330949,(0657) 2318013
Indal High School,"Ghanshyam Kunj, Garhwa Road, Rehla, Palamu, Jharkhand 822124, India",9334436045,(0657) 2318013
Iqra International School,"Rajendra Nagar, New Ulidih Mango, Behind Shiv Mandir, Jamshedpur, Jharkhand 831012, India",9234051234,(0657) 2340757
Itki Public School,"Near Karim City College, Sakchi, Jamshedpur, Jharkhand 831001, India",9431174163,(0657) 2286059
Jamshedpur Public School,"Beside Karim City College, Sakchi, Jamshedpur, Jharkhand 831001, India",(06553) 222107,(0657) 2650623
Jawahar Navodaya Vidyalaya - JNV Benagoria,"Bharechnagar, Ramgarh, Jharkhand 829146, India",9471543104,(0657) 2423983
Jawahar Navodaya Vidyalaya - JNV Bonga,"Hinoo Road, Ranchi, Jharkhand 834002, India",9546760825,(0657) 2432904
Jawahar Navodaya Vidyalaya - JNV Chaibasa,"Road No. 18, Jawahar Nagar, Mango (Near Chepa Pul), Jamshedpur, Jharkhand 831002, India",9835738905,(0657) 2363185
Jawahar Navodaya Vidyalaya - JNV Chatra,"6, Ramkrishna Colony, Cross Road, Bistupur, Jamshedpur, Jharkhand 831001, India",7856080500,(06546) 291910
Jawahar Navodaya Vidyalaya - JNV Daltenganj,"Near Jevar Jewelers, Beside Continental Pharmacy, Main Road, Ranchi, Jharkhand 834001, India",9304803232,(06553) 222107
Jawahar Navodaya Vidyalaya - JNV Garhwa,"Hazaaribagh, Jharkhand 825301, India",9334266402,(0651) 2273354
Jawahar Navodaya Vidyalaya - JNV Giridih,"Near Maharaja Fort, Ratu, Ranchi, Jharkhand 835222, India",9471150000,(0651) 2273346
Jawahar Navodaya Vidyalaya - JNV Godda,"Ramgarh Cantt, Ramgarh, Jharkhand 829122, India",9801994801,(0657) 2286574
Jawahar Navodaya Vidyalaya - JNV Gumla,"Dipatoli Cantt., NVV Hotwar, Ranchi, Jharkhand 834017, India",9430303798,(0651) 2260408
Jawahar Navodaya Vidyalaya - JNV Hansdiha,"Ramgarh - Patratu Road, Ramgarh Cantt, Ramgarh, Jharkhand 829122, India",9431180610,(0657) 2730622
Jawahar Navodaya Vidyalaya - JNV Jamtara,"Telco, Jamshedpur, Jharkhand 831004, India",9334111102,(0657) 2731325
Jawahar Navodaya Vidyalaya - JNV Koderma,"Near Union Bank of India, Purulia Road, Ranchi, Jharkhand 834001, India",9471110059,(0657) 2730951
Jawahar Navodaya Vidyalaya - JNV Latehar,"UCIL Colony, Jaduguda Mines, Dist. Singbhum (East), Jamshedpur, Jharkhand 832102, India",(0651) 2482703,(0657) 2730951
Jawahar Navodaya Vidyalaya - JNV Lohardaga,"Post- Jaduguda Mines, East Singhbhum, Purba Singhbhum, Jharkhand 832102, India",9431104710,(0657) 2741032
Jawahar Navodaya Vidyalaya - JNV Rikhiya,"Narwapahar, UCIL Colony, P.O. Narwa Mines, Purba Singhbhum, Jharkhand 832111, India",9631088704,(0657) 2741029
Jawahar Navodaya Vidyalaya - JNV Sahibganj,"P.O. Sundernagar, Purba Singhbhum, Jharkhand 832107, India",(0651) 6571503,(0657) 2318013
Jawahar Navodaya Vidyalaya - JNV Saraikela,"Pal Bagan, Near Mishra Nursing Home, P.O. Mihijam
, Dumka, Jharkhand 815354, India",9470109599,(0657) 2318013
Jawahar Navodaya Vidyalaya - JNV Silampur,"Chatra College Road, Opp. S.P. Kothi, Chatra, Chatra, Jharkhand 825401, India",8987661077,(0657) 2211372
Jawahar Navodaya Vidyalaya - JNV Simdega,"Guru Bhawan, NH-33, Kankebar, Ramgarh Cantt, Dhanbad, Jharkhand 829122, India",7677725239,(0657) 2346228
Jawahar Navodaya Vidyalaya - JNV Tenughat,"Adharshila Tower, Road No. 4, Adityapur- 02, Sarai Kela
, Jamshedpur, Jharkhand 831013, India",9102057979,(0657) 2310195
Jawahar Navodaya Vidyalaya - Mersa,"Building No. 2, G.T.N.B., Road No. 9, Shiv Singh Bagan, Jamshedpur, Jharkhand 831009, India",9709134644,(0657) 2226774
Jawahar Vidya Mandir School,"Sumer Villa, New Anantpur, Near Bharti Hospital, Ranchi, Below Overbridge
, Ranchi, Jharkhand 834001, India",9431144050,(06582) 255295
Jennifer Memorial High School,"House No. 381, Flat A, Road No.4, Ranchi, Jharkhand 834002, India",9430315250,(0657) 6645219
JH Tarapore School - JHTS,"Near Professor Colony, Jawaharlal Nagar, Azad Nagar, Mango
, Jamshedpur, Jharkhand 832110, India",(0657) 2343048,(0651) 2265786
JKS Inter College of Commerce,"Kalakunj, Near Durga Mandir, Babhantoli, Giridih, Jharkhand 815301, India",9431280468,(0657) 2425628
Jugsalai Urdu High School,"Bunglow No. 439, Row No. E, 7th Phase, Vijaya Garden, Jamshedpur, Jharkhand 831017, India",8102233340,(0651) 6066626
Jusco English Medium School,"Usha Nand Gokulam, Binod Nagar, Chiragora
, Dhanbad, Jharkhand 826001, India",7677084011,(0651) 2521360
JUSCO School - Kadma,"â€œSuryanchalâ€, Zone No. 1B, Opp. Loyola B. Ed. College, Hurlung Road, Telco, Jamshedpur, Jharkhand 832110, India",(0657) 2280600,(0657) 2431799
JUSCO School - South Park,"Plot No. C-5, Sector 2-D, Central Market, Bokaro Steel City, Bokaro, Jharkhand 827002, India",9431111450,(02832) 320361
Just Kids Play School,"Bhardwaj Complex, Telgoria More, Chira Chas Road, Opposite Reliance Tower, Bokaro Steel City, Bokaro, Jharkhand 827013, India",9661361001,(0657) 2285093
Kabir Memorial High School,"Mandhar Pushp, Pragatisheel Colony, Baragain, Bariatu Road, Ranchi, Jharkhand 834009, India",9470383290,(0651) 6565004
Kadma Boys High School,"Kn-43, Jamshedpur, Jamshedpur, Jharkhand 831015, India",9431735578,(0651) 2260248
Kairali School,"Beside Dr. SK Kundu, Near Durga Mandir, ISM (IIT) Ranibandh, Dhaiya, Dhanbad, Jharkhand 826004, India",9430374946,(0651) 2260323
Kako Hill School,"Old SBI Building, Bandh Gari, Ranchi, Jharkhand 834009, India",9431389253,(0651) 2350885
Kangaroo Kids International Preschool - Ashok Nagar,"Srikant Road, Bela Bazar, B. Deoghar, Deoghar, Jharkhand 814112, India",9835139191,(0657) 6060200
Kangaroo Kids International Preschool - Kanke Road,"Old A.N. College Campus, Dudhani, Dumka, Jharkhand 814101, India",(0657) 2276370,(0657) 2340757
Kangaroo Kids International Preschool - Sonari,"Shanti Niwas, M.P Singh Colony Egarkund, Dhanbad, Jharkhand 828203, India",9431301925,(0657) 2286059
Kanha Kids,"First Floor, Ganpati Mainson, Bolaidin Road, Saraikella, Kharsawn, Gamharia, Jamshedpur, Jharkhand 832108, India",9234601925,(0657) 2650623
Karimia Muslim High School,"Chiniya Road, Piprakalan Ward No. 07, Near Shanti Niwas School, Garhwa, Jharkhand 822114, India",9304274361,(0657) 2423983
Kasidih High School - KHS,"Ginjo Thakur Gaon, In Thakurbari Mandir Campus, PS: Burmu, Ranchi, Jharkhand 835205, India",7856095805,(0657) 2432904
Kasturba Shree Vidya Niketan,"Gosaindih, Dhanbad, Govindpur Road, Near Grih Shobha Furniture Shop, PO- KG Ashram, Dhanbad, Jharkhand 828109, India",70044739500,(0657) 2363185
KD International School,"Anandpur, Beside State Bus Depot, Lohar Daga Road, Dunduria, Gumla, Jharkhand 835207, India",9304749550,(06546) 291910
KD Oxford Public School,"Vikas Nagar, Road No. 9, Latma Road, Singh More, Hatia, Ranchi, Jharkhand 834003, India",9572850592,(06553) 222107
Kendriya Vidyalaya - KV Bokaro Thermal,"""Braj Vatsalya"", Gomia-Bermo Road, PO- Hazari (Via Swang Colliery), Bokaro Steel City, Bokaro, Jharkhand 829128, India",9430717772,(0651) 2273354
Kendriya Vidyalaya - KV Chakradharpur,"Near Kathal More, Lal Gutuwa, Ranchi, Jharkhand 834001, India",9204218199,(0651) 2273346
Kendriya Vidyalaya - KV Chatra,"Maa Saheb, New Pondag, Near Sail City, Ranchi, Jharkhand 834004, India",(06434) 231231,(0657) 2286574
Kendriya Vidyalaya - KV CRPF,"In front of Al-Kabir Polytechnic College, Kabirnagar, Kopali, Jamshedpur, Jharkhand 831012, India",9334459529,(0651) 2260408
Kendriya Vidyalaya - KV Dipatoli,"Kyasthpara Road, Above Bank of India, Jamtara
, Dumka, Jharkhand 815351, India",8709781711,(0657) 2730622
Kendriya Vidyalaya - KV Garhwa,"Beside of Grizzly College of Educations Building, Near Satpulia, Gumo, P.O. Jhumri Telaiya, Koderma, Jharkhand 825409, India",9431090009,(0657) 2731325
Kendriya Vidyalaya - KV Giridih,"Flat No. 501/502, Vasant Vihar, Kanke Road, Ranchi, Jharkhand 834008, India",9430101070,(0657) 2730951
Kendriya Vidyalaya - KV Godda,"Mothers Treasure, Karamtoli
, Ranchi, Jharkhand 834001, India",9204858999,(0657) 2730951
Kendriya Vidyalaya - KV Gomoh,"A.C. Market, Vinayak Bhawan, Near Swaminarayan Mandir, Katras Road, Dhanbad, Jharkhand 826001, India",7004169247,(0657) 2741032
Kendriya Vidyalaya - KV Gumla,"First Floor, Satya Niwas, Rani Bazar, P.O. Katrasgarh, Dhanbad, Jharkhand 828113, India",9891944017,(0657) 2741029
Kendriya Vidyalaya - KV Hazaribagh,"B/46, ""Shobhadeep"" Kusum Vihar, P.O. BCCL Township, Dhanbad, Jharkhand 826005, India",7654731232,(0657) 2318013
Kendriya Vidyalaya - KV Hinoo Shift 1,"Ekta Colony, Near Champai Nagar, Jamshedpur, Jharkhand 831013, India",9955994455,(0657) 2318013
Kendriya Vidyalaya - KV Jamtara,"H/o Mr. Anirudh Mishra Alpha Coaching Centre, Matwari Compound, Beside SBI Personal Banking Branch, Hazaaribagh, Jharkhand 825301, India",9835173112,(0657) 2211372
Kendriya Vidyalaya - KV Latehar,"Pani Tanki, Nawabganj, Hazaaribagh, Jharkhand 835301, India",9431124540,(0657) 2346228
Kendriya Vidyalaya - KV Meghahatuburu,"New Colony, Tungri, Biruapath Road, Near Tassar Farm, Chaibasa, Pashchim Singhbhum, Jharkhand 833201, India",9470194788,(0657) 2310195
Kendriya Vidyalaya - KV Namkum,"At. Bhaljuria (Near Indra Memorial Club), P.O. Nirsa, Dhanbad, Jharkhand 828205, India",9608881888,(0657) 2226774
Kendriya Vidyalaya - KV No. 1 Bokaro,"Rajbari Rajapara, Pakur, Jharkhand 816107, India",9304489577,(06582) 255295
Kendriya Vidyalaya - KV No. 1 Dhanbad,"Shakoragarh, SDO Kothi, Sahibganj, Jharkhand 816109, India",7250636077,(0657) 6645219
Kendriya Vidyalaya - KV No. 1 HEC,"Ray Talab Road, Near Durga Manda, Suriya, Giridih, Jharkhand 815301, India",7250636077,(0651) 2265786
Kendriya Vidyalaya - KV No. 2 Dhanbad,"22, Tagore Hill, Morabadi, Ranchi, Jharkhand 834008, India",7004827973,(0657) 2425628
Kendriya Vidyalaya - KV No. 3 Bokaro,"Gaushala Nala Road, In Front of Jain Mandir, Jugasalai, Tata Nagar, Jamshedpur, Jharkhand 831002, India",9771439703,(0651) 6066626
Kendriya Vidyalaya - KV Patratu,"Ginjo Thakur Gaon, In Thakurbari Mandir Campus, PS Burmu, Ranchi, Jharkhand 835205, India",9771439707,(0651) 2521360
Kendriya Vidyalaya - KV Rajendra Nagar,"F-015, The Acropolis, Near Bhuiphore Mandir, Dhanbad- Govindpur Road, Dhanbad, Jharkhand 826001, India",8804643112,(0657) 2431799
Kendriya Vidyalaya - KV Ramgarh Cantt,"Choudhary Bhandar, Cart Sarai Road, Ranchi, Jharkhand 834002, India",7677888000,(02832) 320361
Kendriya Vidyalaya - KV Singharsi,"Bhuiphore Mandir, Dhanbad Govindpur Road, Kolakushma, Dhanbad, Jharkhand 828109, India",7858888000,(0657) 2285093
Kendriya Vidyalaya - KV Tatanagar,"Bajarang Chowk, Bagun Nagar, Baridih, Near Hanuman Mandir, Jamshedpur, Jharkhand 831017, India",9693888000,(0651) 6565004
Kendriya Vidyalaya - Surda,"C-3, Oxygen Colony, Near Motilal Nehru Public School, Agrico, Jamshedpur, Jharkhand 831009, India",9204384906,(0651) 2260248
Kerala Public School,"Kadma, Jamshedpur, Jharkhand 831005, India",8092390035,(0651) 2260323
Kerala Samajam Model School,"Building Sonari, Jamshedpur, Jharkhand 831001, India",9334349321,(0651) 2350885
